"year","month","day","date","gear","lon","lat","hauljoin","bot_depth","bot_temp","actual_area_swept","cpue_kg_km2"
1990,8,18,1990-08-18,"otter",-164.218915,70.80067,12076,46,-1,0.04145458,392.815462127466
1990,8,18,1990-08-18,"otter",-164.06183,70.799085,12077,48,-1,0.02275462,51.8136536668158
1990,8,21,1990-08-21,"otter",-166.81933,68.397585,12078,18,12.6,0.0452023,349.207894288565
1990,8,21,1990-08-21,"otter",-166.92733,68.392915,12079,20,12.6,0.03805176,128.74568745309
1990,8,21,1990-08-21,"otter",-167.273915,68.476585,12080,46,7.1,0.01177209,23.1054978342843
1990,8,22,1990-08-22,"otter",-168.736,68.55542,12084,55,2.1,0.04305,775.470383275261
1990,8,22,1990-08-22,"otter",-168.83,68.58658,12085,51,2.1,0.04808718,904.586211959196
1990,8,22,1990-08-22,"otter",-168.806585,68.65225,12086,53,2.1,0.047982,652.286274019424
1990,8,22,1990-08-22,"otter",-168.83142,68.696415,12087,53,2.1,0.04844302,744.400328468374
1990,8,22,1990-08-22,"otter",-168.74267,68.77142,12088,53,2.5,0.04651482,731.358306879399
1990,8,22,1990-08-22,"otter",-168.6465,68.78667,12089,51,2.5,0.08260992,222.370388447295
1990,8,22,1990-08-22,"otter",-167.97008,68.84658,12090,49,2.3,0.04339845,351.164615326123
1990,8,22,1990-08-22,"otter",-167.85275,68.86275,12091,49,2.3,0.04045716,381.193341302256
1990,8,23,1990-08-23,"otter",-167.479335,68.878415,12092,46,4.8,0.03789024,390.258810712205
1990,8,23,1990-08-23,"otter",-167.360335,68.867585,12093,46,4.8,0.0506278,389.726592899553
1990,8,23,1990-08-23,"otter",-166.506,68.87075,12094,37,10.7,0.03877818,357.933250090644
1990,8,23,1990-08-23,"otter",-166.42708,68.87917,12095,35,10.7,0.01535797,339.62821909406
1990,8,24,1990-08-24,"otter",-167.632915,69.101415,12098,48,2.7,0.04682802,121.081352574805
1990,8,24,1990-08-24,"otter",-167.70975,69.12983,12099,48,2.7,0.04298522,337.67420522682
1990,8,24,1990-08-24,"otter",-168.4685,69.18008,12101,49,3.1,0.04091166,174.082400958553
1990,8,24,1990-08-24,"otter",-168.83658,69.18492,12103,49,2.2,0.0417783,179.136058671607
1990,8,30,1990-08-30,"otter",-164.8705,69.12225,12104,22,10.7,0.04437,340.432724814064
1990,8,30,1990-08-30,"otter",-164.97275,69.1445,12105,24,10.7,0.035208,2911.61099750057
1990,8,30,1990-08-30,"otter",-166.510835,69.43433,12108,38,7,0.01822176,597.417593031628
1990,8,30,1990-08-30,"otter",-166.5465,69.460665,12109,40,7,0.02000678,510.127066924313
1990,8,31,1990-08-31,"otter",-167.288665,69.640835,12110,46,5.7,0.01923519,530.590027964372
1990,8,31,1990-08-31,"otter",-167.64517,69.6475,12111,46,5.7,0.023985,245.861997081509
1990,9,6,1990-09-06,"otter",-162.705085,70.375,12112,31,3.4,0.01728944,0
1990,9,6,1990-09-06,"otter",-163.39875,70.5475,12114,40,2.6,0.04035171,112.411592965949
1990,9,6,1990-09-06,"otter",-163.289085,70.561165,12115,38,2.6,0.04192703,82.2142660713149
1990,9,7,1990-09-07,"otter",-160.444585,70.821165,12116,53,NA,0.0461624,74.6711609448382
1990,9,7,1990-09-07,"otter",-160.882665,70.937085,12118,53,-0.6,0.02003904,382.553256044202
1990,9,7,1990-09-07,"otter",-160.937415,70.953585,12119,49,-0.6,0.02089535,121.558145711845
1990,9,7,1990-09-07,"otter",-161.92058,71.149915,12120,48,-1,0.02289072,23.7650890841354
1990,9,7,1990-09-07,"otter",-161.95,71.164585,12121,46,-1,0.00746808,42.5812256965646
1990,9,8,1990-09-08,"otter",-163.638165,71.57325,12122,44,-1.1,0.02081066,50.0704927186355
1990,9,8,1990-09-08,"otter",-163.74692,71.59183,12123,42,-1.1,0.047292,1.92421551213736
1990,9,8,1990-09-08,"otter",-165.33008,71.991165,12124,42,1.1,0.04809966,16.9855670497463
1990,9,8,1990-09-08,"otter",-165.48108,71.992335,12125,42,1.1,0.04114992,4.42285185487602
1990,9,8,1990-09-08,"otter",-166.833915,72.066415,12126,46,0.6,0.0379122,57.4485258043585
1990,9,8,1990-09-08,"otter",-166.888835,72.0395,12127,46,0.6,0.03923559,5.78556356613982
1990,9,9,1990-09-09,"otter",-164.86175,71.54967,12129,42,0.5,0.04967358,393.569378329486
1990,9,9,1990-09-09,"otter",-163.371,71.10242,12130,44,0.2,0.04371895,137.972206560313
1990,9,9,1990-09-09,"otter",-163.209165,71.069085,12131,44,0.2,0.04475889,100.292925047963
1990,9,9,1990-09-09,"otter",-161.68925,70.711085,12132,40,2.2,0.04290598,458.81716254937
1990,9,9,1990-09-09,"otter",-161.529085,70.67783,12133,40,2.2,0.02220282,684.372525652147
1990,9,9,1990-09-09,"otter",-161.37075,70.54417,12134,27,3.9,0.0244337,690.603551652022
1990,9,9,1990-09-09,"otter",-161.45758,70.53025,12135,27,3.9,0.02242928,507.595428832312
1990,9,10,1990-09-10,"otter",-163.245085,69.9655,12136,20,5.7,0.03534157,107.805057896409
1990,9,10,1990-09-10,"otter",-163.30875,69.99267,12137,22,5.7,0.03881885,28.0276206018468
1990,9,10,1990-09-10,"otter",-163.49917,69.99417,12138,24,5.8,0.04373005,100.594442494349
1990,9,10,1990-09-10,"otter",-163.623165,69.969665,12139,26,5.8,0.03981392,125.333049345556
1990,9,10,1990-09-10,"otter",-164.67142,70.4335,12140,44,4.3,0.04058489,36.8610091095479
1990,9,10,1990-09-10,"otter",-164.79542,70.451415,12141,44,4.3,0.04191939,10.8064549603417
1990,9,11,1990-09-11,"otter",-165.767,70.752585,12142,42,4.4,0.04380102,142.896215658905
1990,9,11,1990-09-11,"otter",-165.9085,70.738335,12143,42,4.4,0.04648947,168.790911146115
1990,9,11,1990-09-11,"otter",-167.381665,71.065665,12144,40,NA,0.04372533,238.580246278301
1990,9,11,1990-09-11,"otter",-167.485335,71.08117,12145,46,NA,0.04040234,580.411926635932
1990,9,11,1990-09-11,"otter",-168.587085,70.807585,12147,40,NA,0.04527756,66.1254714255804
1990,9,13,1990-09-13,"otter",-167.60317,70.53075,12148,49,2.3,0.05461151,190.198000384901
1990,9,13,1990-09-13,"otter",-167.48242,70.48883,12149,49,2.3,0.04523596,291.759034184308
1990,9,13,1990-09-13,"otter",-166.148085,70.232085,12150,46,5.7,0.04669336,79.6258825666005
1990,9,13,1990-09-13,"otter",-166.0445,70.23667,12151,46,5.7,0.03844743,86.0915801134172
1990,9,14,1990-09-14,"otter",-164.924915,70.096415,12152,40,6.3,0.04812,211.138819617623
1990,9,14,1990-09-14,"otter",-164.86158,70.0535,12153,38,6.3,0.04208212,451.640744335124
1990,9,14,1990-09-14,"otter",-164.12125,69.816585,12154,29,NA,0.04900704,198.073582897478
1990,9,14,1990-09-14,"otter",-164.00658,69.79258,12155,29,NA,0.04262336,95.7690806168261
1990,9,15,1990-09-15,"otter",-164.63817,69.618085,12160,27,7.1,0.0447795,117.486796413537
1990,9,15,1990-09-15,"otter",-164.70592,69.641915,12161,29,7.1,0.02116224,137.178294925301
1990,9,16,1990-09-16,"otter",-166.15275,69.7105,12162,42,6.2,0.04308926,272.64334546474
1990,9,16,1990-09-16,"otter",-166.294085,69.71425,12163,42,6.2,0.04472172,671.418720031341
