TaxaID,TSN,Kingdom,Subkingdom,Infrakingdom,Superphylum,Phylum,Subphylum,Class,Subclass,Infraclass,Superorder,Order_,Suborder,Infraorder,Superfamily,Family,Genus,Subgenus,Species,Subspecies,CommonName,Synonyms,TaxaLink,TaxaComments
310,83548,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,Pycnogonida,,,,Pantopoda,,,,Nymphonidae,Nymphon,,Nymphon sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83548,
311,83545,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,Pycnogonida,,,,,,,,,,,,,sea spiders,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83545,
312,154601,Animalia,Bilateria,Protostomia,Lophozoa,Sipuncula,,Sipunculidea,,,,Golfingiiformes,,,,Golfingiidae,Golfingia,,Golfingia margaritacea,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=154601,
313,154611,Animalia,Bilateria,Protostomia,Lophozoa,Sipuncula,,Sipunculidea,,,,Golfingiiformes,,,,Golfingiidae,Golfingia,,Golfingia vulgaris,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=154611,
314,154521,Animalia,Bilateria,Protostomia,Lophozoa,Sipuncula,,Sipunculidea,,,,Sipunculiformes,,,,Sipunculidae,,,,,sipunculids,Golfingiidae,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=154521,
315,156755,Animalia,Bilateria,Protostomia,Lophozoa,Brachiopoda,,,,,,,,,,,,,,,bivalve coelomates; lamp shells,Inarticulata; Articulata,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=156755,
317,155055,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Echiura,,,Echiurida,,,,Echiuridae,Echiurus,,Echiurus echiurus,Echiurus echiurus alaskanus,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=155055,
318,155470,Animalia,,,,Ectoprocta,,,,,,,,,,,,,,,bryozoans; ectoprocts; moss animals,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=155470,
319,57411,Animalia,Bilateria,Protostomia,Lophozoa,Nemertea,,,,,,,,,,,,,,,proboscis worms; ribbon worms,Rhynchocoela; Rhyncocoela,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=57411,
320,53963,Animalia,Bilateria,Protostomia,Platyzoa,Platyhelminthes,,,,,,,,,,,,,,,flatworms,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=53963,
322,155156,Animalia,Bilateria,Protostomia,Ecdysozoa,Priapulida,,,,,,,,,,Priapulidae,Priapulus,,Priapulus caudatus,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=155156,
323,159485,Animalia,Bilateria,Deuterostomia,,Chordata,Urochordata,Ascidiacea,,,,Pleurogona,Stolidobranchia,,,Pyuridae,Boltenia,,Boltenia ovifera,,,Vorticella ovifera,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=159485,
324,85263,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Gymnoplea,Calanoida,,,,Calanidae,Calanus,,Calanus sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=85263,
328,157240,Animalia,Bilateria,Deuterostomia,,Echinodermata,Asterozoa,Asteroidea,,,,Forcipulatida,,,,Asteriidae,Leptasterias,,Leptasterias polaris,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=157240,
329,66338,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Errantia,Aciculata,,,Eunicida,,,,Lumbrineridae,Lumbrineris,,Lumbrineris fragilis,,,Lumbriconereis fragilis,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=66338,WoRMS synonym with Scoletoma fragilis
332,81694,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Bivalvia,Heterodonta,,,Myoida,,,,Myidae,Mya,,Mya truncata,,truncate softshell clam; truncate softshell,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=81694,
336,82589,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Cephalopoda,Coleoidea,,Octobrachia,Octopoda,,,,,,,,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=82589,
338,46861,Animalia,Radiata,,,Porifera,,,,,,,,,,,,,,,sponges,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=46861,
342,92567,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Isopoda,Valvifera,,,Idoteidae,Synidotea,,Synidotea bicuspida,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=92567,
347,78970,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Polyplacophora,Neoloricata,,,Chitonida,Ischnochitonina,,,Mopaliidae,Amicula,,Amicula vestita,,,Amicula emersonii; Symmetrogephyrus vestita,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=78970,
348,97161,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Caridea,,Crangonidae,Argis,,Argis lar,,kuro shrimp,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=97161,
350,67229,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Canalipalpata,,,,Flabelligeridae,Brada,,Brada nuda,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=67229,
351,155882,Animalia,Bilateria,Protostomia,Lophozoa,Bryozoa,,Gymnolaemata,,,,Cheilostomata,Anasca,,,Flustridae,Flustra,,Flustra carbasea,,,Carbasea carbasea,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=155882,
352,205081,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,Prosobranchia,,,Neogastropoda,,,,Buccinidae,Colus,,Colus kroyeri,,Arctic whelk,Plicifusus kroyeri; Plicifusus arcticus; Plicifusus johanseni,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=205081,WoRMS synonym with Plicifusus kroeyeri
354,64502,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Errantia,Aciculata,,,Phyllodocida,,,,Polynoidae,Harmothoe,,Harmothoe sp.,,,Laenilla; Parmensis; Tricosmochaeta,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=64502,
355,621136,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Errantia,Aciculata,,,Eunicida,,,,Lumbrineridae,Lumbrineris,,Lumbrineris sp.,,,Lumbrinereis; Scoletoma,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=621136,
357,158198,Animalia,Bilateria,Deuterostomia,,Echinodermata,Echinozoa,Holothuroidea,Dendrochirotacea,,,Dendrochirotida,,,,Cucumariidae,Cucumaria,,Cucumaria glacialis,,,Ocnus glacialis,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=158198,WoRMS synonym with Ocnus glacialis
361,73975,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,Prosobranchia,,,Neogastropoda,,,,Buccinidae,Neptunea,,Neptunea sp.,,,Sulcosipho,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=73975,
363,-1,,,,,,,,,,,,,,,,,,,,zooplankton,,,
364,-2,Plantae,,,,,,,,,,,,,,,,,,,phytoplankton,,,
365,65228,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Errantia,Aciculata,,,Phyllodocida,,,,Phyllodocidae,,,,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=65228,
366,-3,,,,,,,,,,,,,,,,,,,,particulate organic matter,POM,,
371,67379,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Scolecida,,,,Opheliidae,Ophelina,,Ophelina sp.,,,Ammotrypane,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=67379,
373,773124,Animalia,Bilateria,Protostomia,Lophozoa,Sipuncula,,Sipunculidea,,,,Golfingiiformes,,,,Phascoliidae,Phascolion,,Phascolion strombus,Phascolion strombus strombus,,Golfingia intermedia; Phascolion strombi; Phascolion strombi canadensis; Phascolion strombi fusca; Phascolion strombi gracilis; Phascolion strombi hyalina; Phascolion strombi laevis; Phascolion strombi tubicola; Phascolion alberti; Phascolion artificiosum; Phascolion brotzkajae; Phascolion tubicolum; Phascolion africanum; Phascolion anomalus; Sipunculus strombus; Phascolosoma intermedium; Sipunculus dentalii; Sipunculus bernnhardus; Sipunculus bernhardus; Sipunculus capitatus; Sipunculus caementarius; Phascolosoma hamulatum; Phascolion spetsbergense; Phascolosoma tubicola; Phascolion tubiculum; Sipunculus concharum; Phascolion artificiosus; Phascolion mogadrense; Phascolion intermedia; Phascolion tortum; Phascolion strombi africanum; Phascolion strombi tubicula,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=773124,
374,65232,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Errantia,Aciculata,,,Phyllodocida,,,,Phyllodocidae,Anaitides,,Anaitides groenlandica,,,Phyllodoce groenlandica,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=65232,
377,67027,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Canalipalpata,,,,Spionidae,Minuspio,,Minuspio cirrifera,,,Prionospio multibranchiata; Prionospio patagonica; Prionospio delta; Prionospio cirrifera,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=67027,
379,573719,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Canalipalpata,,,,Cirratulidae,Aphelochaeta,,Aphelochaeta sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=573719,
381,68077,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Canalipalpata,,,,Sabellidae,Chone,,Chone sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=68077,
382,65073,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Errantia,Aciculata,,,Phyllodocida,,,,Pholoidae,Pholoe,,Pholoe sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=65073,
383,67899,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Canalipalpata,,,,Terebellidae,,,,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=67899,
388,-334346,Animalia,,,,Annelida,,Polychaeta,,,,Aciculata,,,,Onuphidae,Paradiopatra,,Paradiopatra striata,,,,http://www.marinespecies.org/aphia.php?p=taxdetails&id=334346,Described in WoRMS
389,-1006,Animalia,,,,Annelida,,Polychaeta,,,,Aciculata,,,,Polynoidae,Bylgides,,Bylgides badia,,,,,
391,-332789,Animalia,,,,Annelida,,Polychaeta,,,,Aciculata,,,,Polynoidae,Enipo,,Enipo tarasovi,,,,http://www.marinespecies.org/aphia.php?p=taxdetails&id=332789,Described in WoRMS
393,-131537,Animalia,,,,Annelida,,Polychaeta,,,,Canalipalpata,,,,Terebellidae,Proclea,,Proclea malmgreni,,,,http://www.marinespecies.org/aphia.php?p=taxdetails&id=131537,Described in WoRMS
404,67413,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Scolecida,,,,Capitellidae,,,,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=67413,
416,67718,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Sedentaria,Palpata,,,Canalipalpata,,,,Ampharetidae,,,,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=67718,
438,94874,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Stegocephalidae,,,,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=94874,
444,93294,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,,,,,,,,,amphipods,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=93294,
447,158616,Animalia,Bilateria,Deuterostomia,,Hemichordata,,,,,,,,,,,,,,,hemichordates,Stomochordata,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=158616,
448,94057,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Isaeidae,,,,,,Photidae,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=94057,
453,79118,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Bivalvia,,,,,,,,,,,,,bivalves; clams,Pelecypoda,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=79118,
467,66478,Animalia,Bilateria,Protostomia,Lophozoa,Annelida,Polychaeta,Errantia,Aciculata,,,Eunicida,,,,Dorvilleidae,,,,,,Iphitimidae; Dinophilidae; Dorvelleidae,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=66478,
480,-9999,,,,,,,,,,,,,,,,,,,,Unidentified,,,Specimens that could not be identified at any meaningful taxonomic level
484,74026,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,Prosobranchia,,,Neogastropoda,,,,Buccinidae,Plicifusus,,Plicifusus sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=74026,
487,73892,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,Prosobranchia,,,Neogastropoda,,,,Buccinidae,Colus,,Colus sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=73892,
490,72702,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,,,,Neotaenioglossa,,,,Lamellariidae,Onchidiopsis,,Onchidiopsis sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=72702,
498,157225,Animalia,Bilateria,Deuterostomia,,Echinodermata,Asterozoa,Asteroidea,,,,Forcipulatida,,,,Asteriidae,Leptasterias,,Leptasterias sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=157225,
499,157107,Animalia,Bilateria,Deuterostomia,,Echinodermata,Asterozoa,Asteroidea,,,,Spinulosida,Eugnathina,,,Pterasteridae,Pteraster,,Pteraster sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=157107,
501,157359,Animalia,Bilateria,Deuterostomia,,Echinodermata,Asterozoa,Ophiuroidea,,,,Phrynophiurida,Euryalina,,,Gorgonocephalidae,Gorgonocephalus,,Gorgonocephalus sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=157359,
502,92645,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Isopoda,Valvifera,,,Chaetiliidae,Saduria,,Saduria sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=92645,
504,52736,Animalia,Radiata,,,Cnidaria,Anthozoa,Anthozoa,Hexacorallia,,,Actiniaria,Nyantheae,Thenaria,,Metridiidae,Metridium,,Metridium sp.,,,Isometridium,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=52736,
505,52629,Animalia,Radiata,,,Cnidaria,Anthozoa,Anthozoa,Hexacorallia,,,Actiniaria,Nyantheae,Thenaria,,Actinostolidae,Stomphia,,Stomphia sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=52629,
511,81691,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Bivalvia,Heterodonta,,,Myoida,,,,Myidae,Mya,,Mya sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=81691,
513,74046,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,Prosobranchia,,,Neogastropoda,,,,Buccinidae,Volutopsius,,Volutopsius sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=74046,
525,85267,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Gymnoplea,Calanoida,,,,Calanidae,Calanus,,Calanus glacialis,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=85267,
527,85266,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Maxillopoda,Copepoda,Neocopepoda,Gymnoplea,Calanoida,,,,Calanidae,Calanus,,Calanus hyperboreus,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=85266,
534,89433,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Maxillopoda,Thecostraca,Cirripedia,,,,,,,,,,,barnacles,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=89433,
547,156940,Animalia,Bilateria,Deuterostomia,,Echinodermata,Asterozoa,Asteroidea,,,,Paxillosida,,,,Goniopectinidae,Ctenodiscus,,Ctenodiscus crispatus,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=156940,
548,157232,Animalia,Bilateria,Deuterostomia,,Echinodermata,Asterozoa,Asteroidea,,,,Forcipulatida,,,,Asteriidae,Leptasterias,,Leptasterias groenlandica,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=157232,
554,69893,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,Prosobranchia,,,Archaeogastropoda,,,,Trochidae,Margarites,,Margarites costalis,,boreal rosy margarite,Margarites cinereus,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=69893,
556,73772,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,Prosobranchia,,,Neogastropoda,,,,Buccinidae,Buccinum,,Buccinum solenum,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=73772,
557,75280,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,Prosobranchia,,,Neogastropoda,,,,Conidae,,,,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=75280,
558,157066,Animalia,Bilateria,Deuterostomia,,Echinodermata,Asterozoa,Asteroidea,,,,Spinulosida,Eugnathina,,,Solasteridae,Crossaster,,Crossaster papposus,,,Solaster papposus,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=157066,
560,93736,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Eusiridae,Rhachotropis,,Rhachotropis aculeata,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=93736,
561,74665,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,Prosobranchia,,,Neogastropoda,,,,Conidae,Oenopota,,Oenopota harpa,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=74665,
562,72602,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,,,,Neotaenioglossa,,,,Capulidae,Trichotropis,,Trichotropis kroyeri,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=72602,
563,72599,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,,,,Neotaenioglossa,,,,Capulidae,Trichotropis,,Trichotropis borealis,,boreal hairysnail,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=72599,
565,94491,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Oedicerotidae,Acanthostepheia,,Acanthostepheia behringiensis,,,Acanthostepheia pulchra,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=94491,
567,78472,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,Opisthobranchia,,,Nudibranchia,,,,Tritoniidae,Tritonia,,Tritonia sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=78472,
569,94898,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Stegocephalidae,Stegocephalus,,Stegocephalus inflatus,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=94898,
571,94593,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Epimeriidae,Paramphithoe,,Paramphithoe polyacantha,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=94593,
574,157110,Animalia,Bilateria,Deuterostomia,,Echinodermata,Asterozoa,Asteroidea,,,,Spinulosida,Eugnathina,,,Pterasteridae,Pteraster,,Pteraster obscurus,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=157110,
578,78505,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,Opisthobranchia,,,Nudibranchia,,,,Dendronotidae,Dendronotus,,Dendronotus sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=78505,
580,90837,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Cumacea,,,,Diastylidae,Diastylis,,Diastylis alaskensis,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=90837,
583,49844,Animalia,Radiata,,,Cnidaria,Medusozoa,Hydrozoa,Hydroidolina,,,Leptothecatae,,,,,Keratosum,,Keratosum maximum,,,Lafoeina maxima,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=49844,
585,97841,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,,Paguridae,Labidochirus,,Labidochirus splendescens,,splendid hermit,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=97841,
586,567952,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,Prosobranchia,,,Neogastropoda,,,,Buccinidae,Neptunea,,Neptunea brevicauda,,thick-ribbed whelk,Colus spitzbergensis; Colus lividus; Neptunea brevicaudata,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=567952,
589,72719,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,,,,Neotaenioglossa,,,,Velutinidae,Velutina,,Velutina undata,,wavy lamellaria,Velutina zonata; Limneria undata,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=72719,
590,92648,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Isopoda,Valvifera,,,Chaetiliidae,Saduria,,Saduria sabini,,,Seduria sebini,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=92648,
591,74045,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,Prosobranchia,,,Neogastropoda,,,,Buccinidae,Pyrulofusus,,Pyrulofusus deformis,,warped whelk,Volutopsius deformis,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=74045,
595,93808,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Melitidae,Melita,,Melita formosa,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=93808,
596,70873,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,,,,Neotaenioglossa,,,,Rissoidae,Cingula,,Cingula sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=70873,
599,94447,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Uristidae,Centromedon,,Centromedon sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=94447,
609,76176,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,Opisthobranchia,,,Cephalaspidea,,,,Philinidae,Philine,,Philine sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=76176,
611,93611,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Ischyroceridae,Ericthonius,,Ericthonius sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=93611,
618,81693,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Bivalvia,Heterodonta,,,Myoida,,,,Myidae,Mya,,Mya pseudoarenaria,,false softshell clam; false softshell,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=81693,
619,657010,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Lysianassidae,Paratryphosites,,Paratryphosites abyssi,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=657010,
620,81045,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Bivalvia,Heterodonta,,,Veneroida,,,,Tellinidae,Macoma,,Macoma loveni,,loven macoma; inflated macoma,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=81045,
621,78156,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,Opisthobranchia,,,Nudibranchia,,,,,,,,,nudibranchs,Phanerobranchia,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=78156,
623,155469,Animalia,Bilateria,Protostomia,Lophozoa,Bryozoa,,,,,,,,,,,,,,,,Ectoprocta,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=155469,
