TaxaID,TSN,Kingdom,Subkingdom,Infrakingdom,Superphylum,Phylum,Subphylum,Class,Subclass,Infraclass,Superorder,Order_,Suborder,Infraorder,Superfamily,Family,Genus,Subgenus,Species,Subspecies,CommonName,Synonyms,TaxaLink,TaxaComments
3,164706,Animalia,Bilateria,Deuterostomia,,Chordata,Vertebrata,Actinopterygii,Neopterygii,Teleostei,Paracanthopterygii,Gadiformes,,,,Gadidae,Boreogadus,,Boreogadus saida,,Arctic cod; polar cod,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=164706,
5,52485,Animalia,Radiata,,,Cnidaria,Anthozoa,Anthozoa,Hexacorallia,,,Actiniaria,,,,,,,,,anemones; sea anemones,Actinaria,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=52485,
7,52037,Animalia,Radiata,,,Cnidaria,Anthozoa,Anthozoa,Octocorallia,,,Alcyonacea,Alcyoniina,,,Alcyoniidae,Gersemia,,Gersemia rubiformis,,sea strawberry,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=52037,
8,158854,Animalia,Bilateria,Deuterostomia,,Chordata,Urochordata,Ascidiacea,,,,,,,,,,,,,ascidians; sessile tunicates,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=158854,
9,159150,Animalia,Bilateria,Deuterostomia,,Chordata,Urochordata,Ascidiacea,,,,Enterogona,Phlebobranchia,,,Corellidae,Chelyosoma,,Chelyosoma macleayanum,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=159150,
11,159541,Animalia,Bilateria,Deuterostomia,,Chordata,Urochordata,Ascidiacea,,,,Pleurogona,Stolidobranchia,,,Molgulidae,Molgula,,Molgula sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=159541,
12,159499,Animalia,Bilateria,Deuterostomia,,Chordata,Urochordata,Ascidiacea,,,,Pleurogona,Stolidobranchia,,,Pyuridae,Halocynthia,,Halocynthia aurantium,,,Ascidia aurantium; Tethyum aurantium,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=159499,
13,159275,Animalia,Bilateria,Deuterostomia,,Chordata,Urochordata,Ascidiacea,,,,Pleurogona,Stolidobranchia,,,Styelidae,Dendrodoa,,Dendrodoa sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=159275,
14,159371,Animalia,Bilateria,Deuterostomia,,Chordata,Urochordata,Ascidiacea,,,,Pleurogona,Stolidobranchia,,,Styelidae,Pelonaia,,Pelonaia corrugata,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=159371,
15,159309,Animalia,Bilateria,Deuterostomia,,Chordata,Urochordata,Ascidiacea,,,,Pleurogona,Stolidobranchia,,,Styelidae,Styela,,Styela rustica,,,Ascidia rustica; Cynthia rustica; Halocynthia rustica; Tethyum rusticum,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=159309,
18,80831,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Bivalvia,Heterodonta,,,Veneroida,,,,Astartidae,Astarte,,Astarte borealis,,boreal astarte,Tridonta borealis; Astarte saintjohnensis; Astarte semisulcata; Astarte richardsoni,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=80831,
20,80837,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Bivalvia,Heterodonta,,,Veneroida,,,,Astartidae,Astarte,,Astarte montagui,,narrow-hinge astarte,Tridonta montagui; Astarte striata; Astarte banksii; Astarte pulchella; Astarte fabula; Astarte compressa; Astarte globosa; Astarte warhami,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=80837,
21,80797,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Bivalvia,Heterodonta,,,Veneroida,,,,Astartidae,Astarte,,Astarte sp.,,,Tridonta,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=80797,
22,80867,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Bivalvia,Heterodonta,,,Veneroida,,,,Cardiidae,Clinocardium,,Clinocardium ciliatum,,hairy cockle,Clinocardium pubescens; Clinocardium dawsoni; Clinocardium hayesi; Clinocardium arcticum; Clinocardium boreale,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=80867,
23,80879,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Bivalvia,Heterodonta,,,Veneroida,,,,Cardiidae,Serripes,,Serripes groenlandicus,,Greenland cockle; Greenland smoothcockle,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=80879,
25,80738,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Bivalvia,Heterodonta,,,Veneroida,,,,Carditidae,Cyclocardia,,Cyclocardia crebricostata,,many-ribbed cyclocardia; many-rib cyclocardia,Cyclocardia alaskana,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=80738,
26,81765,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Bivalvia,Heterodonta,,,Myoida,,,,Hiatellidae,Hiatella,,Hiatella arctica,,Arctic hiatella,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=81765,
29,81917,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Bivalvia,,,,Pholadomyoida,,,,Lyonsiidae,Lyonsia,,Lyonsia arenosa,,sandy lyonsia,Lyonsia gibbosa; Lyonsia sibirica,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=81917,
34,79475,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Bivalvia,Pteriomorphia,,,Mytiloida,,,,Mytilidae,Musculus,,Musculus discors,,discordant mussel,Modiolaria discors; Musculus substriata; Musculus laevigatus,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=79475,
35,567924,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Bivalvia,Pteriomorphia,,,Mytiloida,,,,Mytilidae,Musculus,,Musculus glacialis,,corrugate mussel,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=567924,
37,79472,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Bivalvia,Pteriomorphia,,,Mytiloida,,,,Mytilidae,Musculus,,Musculus sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=79472,
38,79192,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Bivalvia,Protobranchia,,,Nuculoida,,,,Nuculanidae,Nuculana,,Nuculana pernula,,northern nutclam,Nuculana fossa; Nuculana buccata,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=79192,
39,79188,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Bivalvia,Protobranchia,,,Nuculoida,,,,Nuculanidae,Nuculana,,Nuculana sp.,,,Costelloleda; Leda; Jupiteria,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=79188,
40,567536,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Bivalvia,Protobranchia,,,Nuculoida,,,,Nuculidae,Ennucula,,Ennucula tenuis,,smooth nutclam,Nucula tenuis; Nucula quirica; Nucula bellotti; Nuculoma tenuis,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=567536,
41,81890,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Bivalvia,,,,Pholadomyoida,,,,Pandoridae,Pandora,,Pandora glacialis,,glacial pandora,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=81890,
43,81035,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Bivalvia,Heterodonta,,,Veneroida,,,,Tellinidae,Macoma,,Macoma calcarea,,chalky macoma,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=81035,
44,81041,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Bivalvia,Heterodonta,,,Veneroida,,,,Tellinidae,Macoma,,Macoma moesta,,flat macoma,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=81041,
45,81033,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Bivalvia,Heterodonta,,,Veneroida,,,,Tellinidae,Macoma,,Macoma sp.,,,Cydippina,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=81033,
47,81962,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Bivalvia,,,,Pholadomyoida,,,,Thraciidae,Thracia,,Thracia sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=81962,
48,80500,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Bivalvia,Heterodonta,,,Veneroida,,,,Thyasiridae,Axinopsida,,Axinopsida serricata,,silky axinopsid; lenticular axinopsid,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=80500,
49,80512,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Bivalvia,Heterodonta,,,Veneroida,,,,Thyasiridae,Thyasira,,Thyasira flexuosa,,flexuose cleftclam,Thyasira plana; Thyasira inaequalis; Thyasira inequalis; Thyasira insignis,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=80512,
50,81452,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Bivalvia,Heterodonta,,,Veneroida,,,,Veneridae,Liocyma,,Liocyma fluctuosum,,wavy liocyma; varnished liocyma,Liocyma schefferi; Liocyma viride; Liocyma beckii,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=81452,
51,79261,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Bivalvia,Protobranchia,,,Nuculoida,,,,Yoldiidae,Yoldia,,Yoldia hyperborea,,northern yoldia,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=79261,
53,79258,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Bivalvia,Protobranchia,,,Nuculoida,,,,Yoldiidae,Yoldia,,Yoldia sp.,,,Cnesterium,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=79258,
56,157969,Animalia,Bilateria,Deuterostomia,,Echinodermata,Echinozoa,Echinoidea,Euechinoidea,,Echinacea,Echinoida,,,,Strongylocentrotidae,Strongylocentrotus,,Strongylocentrotus droebachiensis,,,Strongylocentrotus droehbachiensis,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=157969,
57,73728,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,Prosobranchia,,,Neogastropoda,,,,Buccinidae,Buccinum,,Buccinum angulosum,,angular whelk,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=73728,
58,73776,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,Prosobranchia,,,Neogastropoda,,,,Buccinidae,Buccinum,,Buccinum ciliatum,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=73776,
60,73727,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,Prosobranchia,,,Neogastropoda,,,,Buccinidae,Buccinum,,Buccinum sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=73727,
62,73995,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,Prosobranchia,,,Neogastropoda,,,,Buccinidae,Neptunea,,Neptunea communis,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=73995,
63,74007,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,Prosobranchia,,,Neogastropoda,,,,Buccinidae,Neptunea,,Neptunea heros,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=74007,
64,73726,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,Prosobranchia,,,Neogastropoda,,,,Buccinidae,,,,,,Neptuneidae,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=73726,
65,74344,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,Prosobranchia,,,Neogastropoda,,,,Cancellariidae,Admete,,Admete regina,,noble admete,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=74344,
66,74337,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,Prosobranchia,,,Neogastropoda,,,,Cancellariidae,Admete,,Admete sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=74337,
67,205086,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,Prosobranchia,,,Neogastropoda,,,,Cancellariidae,Admete,,Admete viridula,,northern admete,Admete undata,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=205086,
68,76148,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,Opisthobranchia,,,Cephalaspidea,,,,Cylichnidae,Cylichna,,Cylichna alba,,white chalice-bubble,Cylichna corticata,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=76148,
69,76146,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,Opisthobranchia,,,Cephalaspidea,,,,Cylichnidae,Cylichna,,Cylichna occulta,,concealed chalice-bubble,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=76146,
70,69459,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,,,,,,,,,,,,,gastropods; slugs; snails,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=69459,
74,567445,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,Prosobranchia,,,Neogastropoda,,,,Conidae,Curtitoma,,Curtitoma novajasemljensis,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=567445,
79,74657,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,Prosobranchia,,,Neogastropoda,,,,Conidae,Oenopota,,Oenopota impressa,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=74657,
80,74651,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,Prosobranchia,,,Neogastropoda,,,,Conidae,Oenopota,,Oenopota sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=74651,
82,568137,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,Prosobranchia,,,Neogastropoda,,,,Conidae,Propebela,,Propebela nobilis,,,Oenopota nobilis,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=568137,Oenopota nobilis is an unaccepted name in WoRMS
83,73335,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,Prosobranchia,,,Neogastropoda,,,,Muricidae,Boreotrophon,,Boreotrophon truncatus,,bobtail trophon,Boreotrophon pacificus; Boreotrophon beringi; Boreotrophon cymatus,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=73335,
84,567436,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,,,,Neotaenioglossa,,,,Naticidae,Cryptonatica,,Cryptonatica affinis,,Arctic moonsnail,Natica clausa; Natica affinis,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=567436,
85,567574,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,,,,Neotaenioglossa,,,,Naticidae,Euspira,,Euspira pallida,,pale moonsnail,Polinices pallidus; Lunatia pallida; Lunatia caurina; Lunatia groenlandica; Lunatia borealis; Lunatia monterona; Lunatia canonica; Euspira monterona,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=567574,
86,76279,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,Opisthobranchia,,,Cephalaspidea,,,,Retusidae,Retusa,,Retusa obtusa,,Arctic barrel-bubble,Retusa pertenius,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=76279,
87,69915,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,Prosobranchia,,,Archaeogastropoda,,,,Trochidae,Solariella,,Solariella obscura,,obscure solarelle,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=69915,
89,69916,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,Prosobranchia,,,Archaeogastropoda,,,,Trochidae,Solariella,,Solariella varicosa,,varicose solarelle,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=69916,
90,69875,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,Prosobranchia,,,Archaeogastropoda,,,,Trochidae,Margarites,,Margarites sp.,,,Margarita; Eumargarita; Valvatella,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=69875,
91,71294,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,,,,Neotaenioglossa,,,,Turritellidae,Tachyrhynchus,,Tachyrhynchus erosus,,eroded turretsnail,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=71294,
93,71293,Animalia,Bilateria,Protostomia,Lophozoa,Mollusca,,Gastropoda,,,,Neotaenioglossa,,,,Turritellidae,Tachyrhynchus,,Tachyrhynchus sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=71293,
95,155481,Animalia,Bilateria,Protostomia,Lophozoa,Bryozoa,,Gymnolaemata,,,,Ctenostomata,Carnosa,,,Alcyonidiidae,Alcyonidium,,Alcyonidium disciforme,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=155481,
96,155487,Animalia,Bilateria,Protostomia,Lophozoa,Bryozoa,,Gymnolaemata,,,,Ctenostomata,Carnosa,,,Alcyonidiidae,Alcyonidium,,Alcyonidium gelatinosum,,,Alcyonium gelatinosum,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=155487,
98,155809,Animalia,Bilateria,Protostomia,Lophozoa,Bryozoa,,Gymnolaemata,,,,Cheilostomata,Anasca,,,Scrupariidae,Eucratea,,Eucratea loricata,,,Sertularia loricata,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=155809,
99,155894,Animalia,Bilateria,Protostomia,Lophozoa,Bryozoa,,Gymnolaemata,,,,Cheilostomata,Anasca,,,Flustridae,Securiflustra,,Securiflustra securifrons,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=155894,
103,158150,Animalia,Bilateria,Deuterostomia,,Echinodermata,Echinozoa,Holothuroidea,Dendrochirotacea,,,Dendrochirotida,,,,Psolidae,Psolus,,Psolus sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=158150,
106,49766,Animalia,Radiata,,,Cnidaria,Medusozoa,Hydrozoa,Hydroidolina,,,Leptothecatae,,,,Campanulinidae,Lafoeina,,Lafoeina sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=49766,
107,48739,Animalia,Radiata,,,Cnidaria,Medusozoa,Hydrozoa,,,,,,,,,,,,,hydralike animals; hydroids; hydrozoans,Leptolida,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=48739,
112,49901,Animalia,Radiata,,,Cnidaria,Medusozoa,Hydrozoa,Hydroidolina,,,Leptothecatae,,,,Sertulariidae,Sertularia,,Sertularia sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=49901,
114,93323,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Ampeliscidae,Ampelisca,,Ampelisca birulai,,,Ampelisca derjugini,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=93323,
115,93326,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Ampeliscidae,Ampelisca,,Ampelisca eschrichti,,,Ampelisca dubia; Ampelisca ingens; Ampelisca pelagicus; Ampelisca propinqua,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=93326,
116,93322,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Ampeliscidae,Ampelisca,,Ampelisca macrocephala,,,Ampelisca dentifera; Ampelisca gracilicauda,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=93322,
117,93321,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Ampeliscidae,Ampelisca,,Ampelisca sp.,,,Pseudophthalmus; Araneops; Tetromatus,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=93321,
118,93363,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Ampeliscidae,Byblis,,Byblis gaimardi,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=93363,
120,93361,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Ampeliscidae,Byblis,,Byblis sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=93361,
121,93377,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Ampeliscidae,Haploops,,Haploops laevis,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=93377,
122,93375,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Ampeliscidae,Haploops,,Haploops sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=93375,
124,93456,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Aoridae,Lembos,,Lembos arcticus,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=93456,
125,95392,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Caprellidea,Caprellida,,Caprellidae,Caprella,,Caprella sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=95392,
127,94087,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Isaeidae,Protomedeia,,Protomedeia fasciata,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=94087,
128,94085,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Isaeidae,Protomedeia,,Protomedeia sp.,,,Cheirimedia,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=94085,
129,90745,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Cumacea,,,,,,,,,cumaceans,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=90745,
132,90877,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Cumacea,,,,Diastylidae,Brachydiastylis,,Brachydiastylis resima,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=90877,
134,90852,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Cumacea,,,,Diastylidae,Diastylis,,Diastylis rathkei,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=90852,
135,90836,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Cumacea,,,,Diastylidae,Diastylis,,Diastylis sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=90836,
136,90855,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Cumacea,,,,Diastylidae,Diastylis,,Diastylis spinulosa,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=90855,
142,94162,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Ischyroceridae,Ischyrocerus,,Ischyrocerus latipes,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=94162,
143,94151,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Ischyroceridae,Ischyrocerus,,Ischyrocerus sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=94151,
145,92120,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Isopoda,,,,,,,,,isopods; pillbugs; sowbugs,Apoda,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=92120,
147,91752,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Tanaidacea,Tanaidomorpha,,,Leptognathiidae,Leptognathia,,Leptognathia sp.,,,Strongylurella,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=91752,
148,90800,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Cumacea,,,,Leuconidae,Eudorella,,Eudorella emarginata,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=90800,
149,90799,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Cumacea,,,,Leuconidae,Eudorella,,Eudorella sp.,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=90799,
152,90780,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Cumacea,,,,Leuconidae,Leucon,,Leucon nasica,,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=90780,
