"14a(H),17a(H)-20R-Cholestane",,3.226,,,,,,,
"13b(H),17a(H)-20S-Diacholestane ",,1.753,,,,,,,
"13b(H),17a(H)-20R-Diacholestane",,1.003,,,,,,,
"13b(H),17a(H)-20S-Methyldiacholestane",,0.909,,,,,,,
"14a(H),17a(H)-20S-Cholestane",,2.923,,,,,,,
"14b(H),17b(H)-20R-Cholestane",,1.772,,,,,,,
"14b(H),17b(H)-20S-Cholestane",,1.637,,,,,,,
"14a(H),17a(H)-20S-methylcholestane",,1.083,,,,,,,
"14b(H),17b(H)-20R-Methylcholestane",,1.495,,,,,,,
"14b(H),17b(H)-20S-Methylcholestane",,1.444,,,,,,,
"14a(H),17a(H)-20R-methylcholestane ",,1.501,,,,,,,
"14a(H),17a(H)-20S-Ethylcholestane",,1.227,,,,,,,
"14b(H),17b(H)-20R-Ethylcholestane",,2.369,,,,,,,
"14b(H),17b(H)-20S-Ethylcholestane",,2.088,,,,,,,
"14a(H),17a(H)-20R-Ethylcholestane",,2.408,,,,,,,
C23 Tricyclic Terpane,,1.646,J,,,,,,
C24 Tricyclic Terpane ,,0.782,J,,,,,,
C25 Tricyclic Terpane,,1.199,J,,,,,,
C24 Tetracyclic Terpane,,1.198,J,,,,,,
C26 Tricyclic Terpane-22S,,0.458,J,,,,,,
C26 Tricyclic Terpane-22R,,0.385,J,,,,,,
C28 Tricyclic Terpane-22S,,0.442,J,,,,,,
C28 Tricyclic Terpane-22R,,0.472,J,,,,,,
C29 Tricyclic Terpane-22S,,0.421,J,,,,,,
C29 Tricyclic Terpane-22R,,0.481,J,,,,,,
"Ts-18a(H),21b(H)-22,29,30-Trisnorhopane",,1.858,J,,,,,,
"Tm-17a(H),21b(H)-22,29,30-Trisnorhopane",,1.887,J,,,,,,
"17a(H),21b(H)-28,30-Bisnorhopane",,0.304,J,,,,,,
"17a(H),21b(H)-25-Norhopane",,0.729,U,,,,,,
30-Norhopane,,5.62,,,,,,,
"18a(H),21b(H)-30-Norneohopane (C29Ts)",,1.442,J,,,,,,
17a(H)-Diahopane,,0.434,J,,,,,,
30-Normoretane,,0.776,J,,,,,,
18a(H) & 18b(H)-Oleananes,,0.584,J,,,,,,
"17a(H),21b(H)-hopane",,6.945,,,,,,,
"17b(H),21a(H)-hopane (moretane)",,1.043,J,,,,,,
30-Homohopane-22S,,2.646,,,,,,,
30-Homohopane-22R,,2.044,,,,,,,
"30,31-Bishomohopane-22S",,1.378,J,,,,,,
"30,31-Bishomohopane-22R",,1.294,J,,,,,,
"30,31,32-Trishomohopane-22S",,1.345,J,,,,,,
"30,31,32-Trishomohopane-22R",,0.611,J,,,,,,
"30,31,32,33-Tetrakishomohopane-22S",,0.474,J,,,,,,
"30,31,32,33-Tetrakishomohopane-22R",,0.729,U,,,,,,
"30,31,32,33,34-Pentakishomohopane-22S",,0.729,U,,,,,,
"30,31,32,33,34-Pentakishomohopane-22R",,0.729,U,,,,,,
Priority Pollutant PAH,,136.172,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Surrogate Recoveries (%),,,,,,,,,
,,,,,,,,,
Naphthalene-d8,,73,,,,,,,
Acenaphthene-d10,,82,,,,,,,
Phenanthrene-d10,,88,,,,,,,
Benzo(a)pyrene-d12,,79,,,,,,,
5b(H)-Cholane,,102,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
