Total PAH,,8857.529,,,,,,,
"14a(H),17a(H)-20R-Cholestane",,18.293,,,,,,,
"13b(H),17a(H)-20S-Diacholestane ",,12.761,,,,,,,
"13b(H),17a(H)-20R-Diacholestane",,6.765,,,,,,,
"13b(H),17a(H)-20S-Methyldiacholestane",,7.643,,,,,,,
"14a(H),17a(H)-20S-Cholestane",,22.208,,,,,,,
"14b(H),17b(H)-20R-Cholestane",,9.713,,,,,,,
"14b(H),17b(H)-20S-Cholestane",,9.102,,,,,,,
"14a(H),17a(H)-20S-methylcholestane",,7.011,,,,,,,
"14b(H),17b(H)-20R-Methylcholestane",,9.743,,,,,,,
"14b(H),17b(H)-20S-Methylcholestane",,8.422,,,,,,,
"14a(H),17a(H)-20R-methylcholestane ",,5.256,J,,,,,,
"14a(H),17a(H)-20S-Ethylcholestane",,8.195,,,,,,,
"14b(H),17b(H)-20R-Ethylcholestane",,15.216,,,,,,,
"14b(H),17b(H)-20S-Ethylcholestane",,12.544,,,,,,,
"14a(H),17a(H)-20R-Ethylcholestane",,7.485,,,,,,,
C23 Tricyclic Terpane,,12.367,J,,,,,,
C24 Tricyclic Terpane ,,6.471,J,,,,,,
C25 Tricyclic Terpane,,6.575,J,,,,,,
C24 Tetracyclic Terpane,,8.274,J,,,,,,
C26 Tricyclic Terpane-22S,,3.598,J,,,,,,
C26 Tricyclic Terpane-22R,,2.907,J,,,,,,
C28 Tricyclic Terpane-22S,,2.264,J,,,,,,
C28 Tricyclic Terpane-22R,,3.264,J,,,,,,
C29 Tricyclic Terpane-22S,,2.877,J,,,,,,
C29 Tricyclic Terpane-22R,,2.981,J,,,,,,
"Ts-18a(H),21b(H)-22,29,30-Trisnorhopane",,21.157,,,,,,,
"Tm-17a(H),21b(H)-22,29,30-Trisnorhopane",,22.67,,,,,,,
"17a(H),21b(H)-28,30-Bisnorhopane",,2.453,J,,,,,,
"17a(H),21b(H)-25-Norhopane",,3.187,U,,,,,,
30-Norhopane,,61.748,,,,,,,
"18a(H),21b(H)-30-Norneohopane (C29Ts)",,19.054,,,,,,,
17a(H)-Diahopane,,5.011,J,,,,,,
30-Normoretane,,10.887,J,,,,,,
18a(H) & 18b(H)-Oleananes,,7.352,J,,,,,,
"17a(H),21b(H)-hopane",,85.444,,,,,,,
"17b(H),21a(H)-hopane (moretane)",,18.526,,,,,,,
30-Homohopane-22S,,26.198,,,,,,,
30-Homohopane-22R,,20.47,,,,,,,
"30,31-Bishomohopane-22S",,14.039,J,,,,,,
"30,31-Bishomohopane-22R",,10.367,J,,,,,,
"30,31,32-Trishomohopane-22S",,17.02,J,,,,,,
"30,31,32-Trishomohopane-22R",,5.609,J,,,,,,
"30,31,32,33-Tetrakishomohopane-22S",,3.187,U,,,,,,
"30,31,32,33-Tetrakishomohopane-22R",,3.187,U,,,,,,
"30,31,32,33,34-Pentakishomohopane-22S",,3.187,U,,,,,,
"30,31,32,33,34-Pentakishomohopane-22R",,3.187,U,,,,,,
Priority Pollutant PAH,,5088.152,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Surrogate Recoveries (%),,,,,,,,,
,,,,,,,,,
Naphthalene-d8,,53,,,,,,,
Acenaphthene-d10,,59,,,,,,,
Phenanthrene-d10,,67,,,,,,,
Benzo(a)pyrene-d12,,68,,,,,,,
5b(H)-Cholane,,83,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
