"Benzo(g,h,i)perylene",,3.141,,3.53,11.0,,,,
Total PAH,,12392.02,,,,,,,
"14a(H),17a(H)-20R-Cholestane",,67.787,,,,,,,
"13b(H),17a(H)-20S-Diacholestane ",,45.756,,48.21,5.1,,,,
"13b(H),17a(H)-20R-Diacholestane",,24.796,,24.11,2.8,,,,
"13b(H),17a(H)-20S-Methyldiacholestane",,22.892,,,,,,,
"14a(H),17a(H)-20S-Cholestane",,57.694,,,,,,,
"14b(H),17b(H)-20R-Cholestane",,35.385,,,,,,,
"14b(H),17b(H)-20S-Cholestane",,38.435,,,,,,,
"14a(H),17a(H)-20S-methylcholestane",,30.158,,,,,,,
"14b(H),17b(H)-20R-Methylcholestane",,38.442,,,,,,,
"14b(H),17b(H)-20S-Methylcholestane",,37.761,,,,,,,
"14a(H),17a(H)-20R-methylcholestane ",,30.589,,34.51,11.4,,,,
"14a(H),17a(H)-20S-Ethylcholestane",,38.157,,37.25,2.4,,,,
"14b(H),17b(H)-20R-Ethylcholestane",,47.4,,,,,,,
"14b(H),17b(H)-20S-Ethylcholestane",,42.824,,,,,,,
"14a(H),17a(H)-20R-Ethylcholestane",,38.184,,35.65,7.1,,,,
C23 Tricyclic Terpane,,49.953,,57.65,13.4,,,,
C24 Tricyclic Terpane ,,32.108,,,,,,,
C25 Tricyclic Terpane,,31.822,,,,,,,
C24 Tetracyclic Terpane,,10.973,,,,,,,
C26 Tricyclic Terpane-22S,,10.195,,,,,,,
C26 Tricyclic Terpane-22R,,12.999,,,,,,,
C28 Tricyclic Terpane-22S,,12.109,,,,,,,
C28 Tricyclic Terpane-22R,,12.477,,,,,,,
C29 Tricyclic Terpane-22S,,16.421,,18.34,10.5,,,,
C29 Tricyclic Terpane-22R,,15.072,,17.49,13.8,,,,
"Ts-18a(H),21b(H)-22,29,30-Trisnorhopane",,20.835,,19.87,4.9,,,,
"Tm-17a(H),21b(H)-22,29,30-Trisnorhopane",,26.552,,30.62,13.3,,,,
"17a(H),21b(H)-28,30-Bisnorhopane",,7.017,J,,,,,,
"17a(H),21b(H)-25-Norhopane",,3.323,J,,,,,,
30-Norhopane,,73.019,,84.33,13.4,,,,
"18a(H),21b(H)-30-Norneohopane (C29Ts)",,18.889,,,,,,,
17a(H)-Diahopane,,9.481,,,,,,,
30-Normoretane,,6.699,J,,,,,,
18a(H) & 18b(H)-Oleananes,,7.725,U,,,,,,
"17a(H),21b(H)-hopane",,122.929,,144.07,14.7,,,,
"17b(H),21a(H)-hopane (moretane)",,12.909,,,,,,,
30-Homohopane-22S,,59.923,,66.45,9.8,,,,
30-Homohopane-22R,,41.056,,45.33,9.4,,,,
"30,31-Bishomohopane-22S",,38.689,,,,,,,
"30,31-Bishomohopane-22R",,29.322,,,,,,,
"30,31,32-Trishomohopane-22S",,30.401,,,,,,,
"30,31,32-Trishomohopane-22R",,20.65,,,,,,,
"30,31,32,33-Tetrakishomohopane-22S",,20.203,,,,,,,
"30,31,32,33-Tetrakishomohopane-22R",,13.543,,,,,,,
"30,31,32,33,34-Pentakishomohopane-22S",,23.078,,,,,,,
"30,31,32,33,34-Pentakishomohopane-22R",,16.094,,,,,,,
Priority Pollutant PAH,,1244.435,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Surrogate Recoveries (%),,,,,,,,,
,,,,,,,,,
Naphthalene-d8,,93,,,,,,,
Acenaphthene-d10,,106,,,,,,,
Phenanthrene-d10,,102,,,,,,,
Benzo(a)pyrene-d12,,100,,,,,,,
5b(H)-Cholane,,119,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
