"14a(H),17a(H)-20S-Cholestane",,0.353,U,,,,,,
"14b(H),17b(H)-20R-Cholestane",,0.353,U,,,,,,
"14b(H),17b(H)-20S-Cholestane",,0.353,U,,,,,,
"14a(H),17a(H)-20S-methylcholestane",,0.353,U,,,,,,
"14b(H),17b(H)-20R-Methylcholestane",,0.353,U,,,,,,
"14b(H),17b(H)-20S-Methylcholestane",,0.353,U,,,,,,
"14a(H),17a(H)-20R-methylcholestane ",,0.353,U,,,,,,
"14a(H),17a(H)-20S-Ethylcholestane",,0.353,U,,,,,,
"14b(H),17b(H)-20R-Ethylcholestane",,0.353,U,,,,,,
"14b(H),17b(H)-20S-Ethylcholestane",,0.353,U,,,,,,
"14a(H),17a(H)-20R-Ethylcholestane",,0.353,U,,,,,,
C23 Tricyclic Terpane,,1.219,U,,,,,,
C24 Tricyclic Terpane ,,1.219,U,,,,,,
C25 Tricyclic Terpane,,1.219,U,,,,,,
C24 Tetracyclic Terpane,,1.219,U,,,,,,
C26 Tricyclic Terpane-22S,,1.219,U,,,,,,
C26 Tricyclic Terpane-22R,,1.219,U,,,,,,
C28 Tricyclic Terpane-22S,,1.219,U,,,,,,
C28 Tricyclic Terpane-22R,,1.219,U,,,,,,
C29 Tricyclic Terpane-22S,,1.219,U,,,,,,
C29 Tricyclic Terpane-22R,,1.219,U,,,,,,
"Ts-18a(H),21b(H)-22,29,30-Trisnorhopane",,1.219,U,,,,,,
"Tm-17a(H),21b(H)-22,29,30-Trisnorhopane",,1.219,U,,,,,,
"17a(H),21b(H)-28,30-Bisnorhopane",,1.219,U,,,,,,
"17a(H),21b(H)-25-Norhopane",,1.219,U,,,,,,
30-Norhopane,,1.219,U,,,,,,
"18a(H),21b(H)-30-Norneohopane (C29Ts)",,1.219,U,,,,,,
17a(H)-Diahopane,,1.219,U,,,,,,
30-Normoretane,,1.219,U,,,,,,
18a(H) & 18b(H)-Oleananes,,1.219,U,,,,,,
"17a(H),21b(H)-hopane",,1.219,U,,,,,,
"17b(H),21a(H)-hopane (moretane)",,1.219,U,,,,,,
30-Homohopane-22S,,1.219,U,,,,,,
30-Homohopane-22R,,1.219,U,,,,,,
"30,31-Bishomohopane-22S",,1.219,U,,,,,,
"30,31-Bishomohopane-22R",,1.219,U,,,,,,
"30,31,32-Trishomohopane-22S",,1.219,U,,,,,,
"30,31,32-Trishomohopane-22R",,1.219,U,,,,,,
"30,31,32,33-Tetrakishomohopane-22S",,1.219,U,,,,,,
"30,31,32,33-Tetrakishomohopane-22R",,1.219,U,,,,,,
"30,31,32,33,34-Pentakishomohopane-22S",,1.219,U,,,,,,
"30,31,32,33,34-Pentakishomohopane-22R",,1.219,U,,,,,,
Priority Pollutant PAH,,1.542,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Surrogate Recoveries (%),,,,,,,,,
,,,,,,,,,
Naphthalene-d8,,89,,,,,,,
Acenaphthene-d10,,92,,,,,,,
Phenanthrene-d10,,98,,,,,,,
Benzo(a)pyrene-d12,,95,,,,,,,
5b(H)-Cholane,,101,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
