SiteCode,VariableCode,TSN,LabSampleCode,DataValue,CensorCode,OffsetValue,OffsetUnits,OffsetDescription,ValueAccuracy
71-145,Fe-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-145,518,nc,103,meters,Offset value represents sediment bottom depth of sampler,2.5
71-145,Hg-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-145,0.444,nc,103,meters,Offset value represents sediment bottom depth of sampler,0.001
71-145,Hg-MM,80804,JT-2015-BIOTA-Astarte-crenatas-71-145,0.087,nc,103,meters,Offset value represents sediment bottom depth of sampler,0.001
71-145,Mn-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-145,42.0,nc,103,meters,Offset value represents sediment bottom depth of sampler,1.1
71-145,Ni-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-145,15.6,nc,103,meters,Offset value represents sediment bottom depth of sampler,0.004
71-145,Pb-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-145,0.303,nc,103,meters,Offset value represents sediment bottom depth of sampler,0.001
71-145,Sb-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-145,0.022,nc,103,meters,Offset value represents sediment bottom depth of sampler,0.001
71-145,Se-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-145,14.1,nc,103,meters,Offset value represents sediment bottom depth of sampler,0.03
71-145,Sn-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-145,0.037,nc,103,meters,Offset value represents sediment bottom depth of sampler,0.001
71-145,Tl-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-145,0.030,nc,103,meters,Offset value represents sediment bottom depth of sampler,0.0001
71-145,V-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-145,9.75,nc,103,meters,Offset value represents sediment bottom depth of sampler,0.002
71-145,Zn-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-145,117,nc,103,meters,Offset value represents sediment bottom depth of sampler,0.4
71-145,Water-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-145,88.9,nc,103,meters,Offset value represents sediment bottom depth of sampler,0.1
71-147,Ag-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-147,0.573,nc,104,meters,Offset value represents sediment bottom depth of sampler,0.004
71-147,Al-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-147,1220,nc,104,meters,Offset value represents sediment bottom depth of sampler,2.3
71-147,As-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-147,75.8,nc,104,meters,Offset value represents sediment bottom depth of sampler,0.012
71-147,Ba-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-147,11.1,nc,104,meters,Offset value represents sediment bottom depth of sampler,0.01
71-147,Be-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-147,0.021,nc,104,meters,Offset value represents sediment bottom depth of sampler,0.001
71-147,Cd-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-147,56.8,nc,104,meters,Offset value represents sediment bottom depth of sampler,0.001
71-147,Cr-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-147,1.55,nc,104,meters,Offset value represents sediment bottom depth of sampler,0.01
71-147,Cu-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-147,28.9,nc,104,meters,Offset value represents sediment bottom depth of sampler,0.7
71-147,Fe-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-147,1080,nc,104,meters,Offset value represents sediment bottom depth of sampler,2.5
71-147,Hg-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-147,0.326,nc,104,meters,Offset value represents sediment bottom depth of sampler,0.001
71-147,Hg-MM,80804,JT-2015-BIOTA-Astarte-crenatas-71-147,0.077,nc,104,meters,Offset value represents sediment bottom depth of sampler,0.001
71-147,Mn-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-147,140,nc,104,meters,Offset value represents sediment bottom depth of sampler,1.1
71-147,Ni-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-147,17.1,nc,104,meters,Offset value represents sediment bottom depth of sampler,0.004
71-147,Pb-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-147,0.520,nc,104,meters,Offset value represents sediment bottom depth of sampler,0.001
71-147,Sb-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-147,0.039,nc,104,meters,Offset value represents sediment bottom depth of sampler,0.001
71-147,Se-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-147,19.7,nc,104,meters,Offset value represents sediment bottom depth of sampler,0.03
71-147,Sn-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-147,0.164,nc,104,meters,Offset value represents sediment bottom depth of sampler,0.001
71-147,Tl-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-147,0.042,nc,104,meters,Offset value represents sediment bottom depth of sampler,0.0001
71-147,V-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-147,6.10,nc,104,meters,Offset value represents sediment bottom depth of sampler,0.002
71-147,Zn-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-147,145,nc,104,meters,Offset value represents sediment bottom depth of sampler,0.4
71-147,Water-T,80804,JT-2015-BIOTA-Astarte-crenatas-71-147,92.5,nc,104,meters,Offset value represents sediment bottom depth of sampler,0.1
