SiteCode,VariableCode,TSN,LabSampleCode,DataValue,CensorCode,OffsetValue,OffsetUnits,OffsetDescription,ValueAccuracy
8,Tl-T,93294,JT-2014-BIOTA-Amphipods-8,0.006,nc,17.6,meters,Offset value represents sediment bottom depth of sampler,0.0001
8,V-T,93294,JT-2014-BIOTA-Amphipods-8,2.33,nc,17.6,meters,Offset value represents sediment bottom depth of sampler,0.002
8,Zn-T,93294,JT-2014-BIOTA-Amphipods-8,176,nc,17.6,meters,Offset value represents sediment bottom depth of sampler,0.4
8,Water-T,93294,JT-2014-BIOTA-Amphipods-8,77.4,nc,17.6,meters,Offset value represents sediment bottom depth of sampler,0.1
10,Ag-T,93294,JT-2014-BIOTA-Amphipods-10,1.30,nc,24.6,meters,Offset value represents sediment bottom depth of sampler,0.004
10,Al-T,93294,JT-2014-BIOTA-Amphipods-10,1.26,nc,24.6,meters,Offset value represents sediment bottom depth of sampler,2.3
10,As-T,93294,JT-2014-BIOTA-Amphipods-10,275,nc,24.6,meters,Offset value represents sediment bottom depth of sampler,0.012
10,Ba-T,93294,JT-2014-BIOTA-Amphipods-10,15.9,nc,24.6,meters,Offset value represents sediment bottom depth of sampler,0.01
10,Be-T,93294,JT-2014-BIOTA-Amphipods-10,10.7,nc,24.6,meters,Offset value represents sediment bottom depth of sampler,0.001
10,Cd-T,93294,JT-2014-BIOTA-Amphipods-10,0.005,nc,24.6,meters,Offset value represents sediment bottom depth of sampler,0.001
10,Cr-T,93294,JT-2014-BIOTA-Amphipods-10,2.78,nc,24.6,meters,Offset value represents sediment bottom depth of sampler,0.01
10,Cu-T,93294,JT-2014-BIOTA-Amphipods-10,0.43,nc,24.6,meters,Offset value represents sediment bottom depth of sampler,0.7
10,Fe-T,93294,JT-2014-BIOTA-Amphipods-10,40.4,nc,24.6,meters,Offset value represents sediment bottom depth of sampler,2.5
10,Hg-T,93294,JT-2014-BIOTA-Amphipods-10,234,nc,24.6,meters,Offset value represents sediment bottom depth of sampler,0.001
10,Hg-MM,93294,JT-2014-BIOTA-Amphipods-10,0.097,nc,24.6,meters,Offset value represents sediment bottom depth of sampler,0.001
10,Mn-T,93294,JT-2014-BIOTA-Amphipods-10,-9999,nc,24.6,meters,Offset value represents sediment bottom depth of sampler,1.1
10,Ni-T,93294,JT-2014-BIOTA-Amphipods-10,10.9,nc,24.6,meters,Offset value represents sediment bottom depth of sampler,0.004
10,Pb-T,93294,JT-2014-BIOTA-Amphipods-10,3.00,nc,24.6,meters,Offset value represents sediment bottom depth of sampler,0.001
10,Sb-T,93294,JT-2014-BIOTA-Amphipods-10,0.137,nc,24.6,meters,Offset value represents sediment bottom depth of sampler,0.001
10,Se-T,93294,JT-2014-BIOTA-Amphipods-10,0.006,nc,24.6,meters,Offset value represents sediment bottom depth of sampler,0.03
10,Sn-T,93294,JT-2014-BIOTA-Amphipods-10,3.01,nc,24.6,meters,Offset value represents sediment bottom depth of sampler,0.001
10,Tl-T,93294,JT-2014-BIOTA-Amphipods-10,0.010,nc,24.6,meters,Offset value represents sediment bottom depth of sampler,0.0001
10,V-T,93294,JT-2014-BIOTA-Amphipods-10,0.007,nc,24.6,meters,Offset value represents sediment bottom depth of sampler,0.002
10,Zn-T,93294,JT-2014-BIOTA-Amphipods-10,1.75,nc,24.6,meters,Offset value represents sediment bottom depth of sampler,0.4
10,Water-T,93294,JT-2014-BIOTA-Amphipods-10,152,nc,24.6,meters,Offset value represents sediment bottom depth of sampler,0.1
5(5),Ag-T,93294,JT-2014-BIOTA-Amphipods-5(5),1.43,nc,19.6,meters,Offset value represents sediment bottom depth of sampler,0.004
5(5),Al-T,93294,JT-2014-BIOTA-Amphipods-5(5),1280,nc,19.6,meters,Offset value represents sediment bottom depth of sampler,2.3
5(5),As-T,93294,JT-2014-BIOTA-Amphipods-5(5),16.7,nc,19.6,meters,Offset value represents sediment bottom depth of sampler,0.012
5(5),Ba-T,93294,JT-2014-BIOTA-Amphipods-5(5),22.6,nc,19.6,meters,Offset value represents sediment bottom depth of sampler,0.01
5(5),Be-T,93294,JT-2014-BIOTA-Amphipods-5(5),0.020,nc,19.6,meters,Offset value represents sediment bottom depth of sampler,0.001
5(5),Cd-T,93294,JT-2014-BIOTA-Amphipods-5(5),2.36,nc,19.6,meters,Offset value represents sediment bottom depth of sampler,0.001
5(5),Cr-T,93294,JT-2014-BIOTA-Amphipods-5(5),1.20,nc,19.6,meters,Offset value represents sediment bottom depth of sampler,0.01
5(5),Cu-T,93294,JT-2014-BIOTA-Amphipods-5(5),42.8,nc,19.6,meters,Offset value represents sediment bottom depth of sampler,0.7
5(5),Fe-T,93294,JT-2014-BIOTA-Amphipods-5(5),865,nc,19.6,meters,Offset value represents sediment bottom depth of sampler,2.5
5(5),Hg-T,93294,JT-2014-BIOTA-Amphipods-5(5),0.174,nc,19.6,meters,Offset value represents sediment bottom depth of sampler,0.001
5(5),Hg-MM,93294,JT-2014-BIOTA-Amphipods-5(5),0.086,nc,19.6,meters,Offset value represents sediment bottom depth of sampler,0.001
5(5),Mn-T,93294,JT-2014-BIOTA-Amphipods-5(5),17.7,nc,19.6,meters,Offset value represents sediment bottom depth of sampler,1.1
5(5),Ni-T,93294,JT-2014-BIOTA-Amphipods-5(5),3.32,nc,19.6,meters,Offset value represents sediment bottom depth of sampler,0.004
5(5),Pb-T,93294,JT-2014-BIOTA-Amphipods-5(5),0.356,nc,19.6,meters,Offset value represents sediment bottom depth of sampler,0.001
5(5),Sb-T,93294,JT-2014-BIOTA-Amphipods-5(5),0.002,nc,19.6,meters,Offset value represents sediment bottom depth of sampler,0.001
5(5),Se-T,93294,JT-2014-BIOTA-Amphipods-5(5),2.21,nc,19.6,meters,Offset value represents sediment bottom depth of sampler,0.03
5(5),Sn-T,93294,JT-2014-BIOTA-Amphipods-5(5),0.005,nc,19.6,meters,Offset value represents sediment bottom depth of sampler,0.001
5(5),Tl-T,93294,JT-2014-BIOTA-Amphipods-5(5),0.015,nc,19.6,meters,Offset value represents sediment bottom depth of sampler,0.0001
5(5),V-T,93294,JT-2014-BIOTA-Amphipods-5(5),9.64,nc,19.6,meters,Offset value represents sediment bottom depth of sampler,0.002
5(5),Zn-T,93294,JT-2014-BIOTA-Amphipods-5(5),155,nc,19.6,meters,Offset value represents sediment bottom depth of sampler,0.4
5(5),Water-T,93294,JT-2014-BIOTA-Amphipods-5(5),78.7,nc,19.6,meters,Offset value represents sediment bottom depth of sampler,0.1
T-3,Ag-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-1,1.25,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.004
T-3,Al-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-1,270,nc,38,meters,Offset value represents sediment bottom depth of sampler,2.3
T-3,As-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-1,19.3,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.012
T-3,Ba-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-1,9.69,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.01
T-3,Be-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-1,0.006,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.001
T-3,Cd-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-1,4.53,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.001
T-3,Cr-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-1,1.32,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.01
T-3,Cu-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-1,47.8,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.7
T-3,Fe-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-1,217,nc,38,meters,Offset value represents sediment bottom depth of sampler,2.5
T-3,Hg-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-1,0.146,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.001
T-3,Hg-MM,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-1,0.109,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.001
T-3,Mn-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-1,13.2,nc,38,meters,Offset value represents sediment bottom depth of sampler,1.1
T-3,Ni-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-1,3.46,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.004
T-3,Pb-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-1,0.101,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.001
T-3,Sb-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-1,0.005,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.001
T-3,Se-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-1,2.36,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.03
T-3,Sn-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-1,0.006,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.001
T-3,Tl-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-1,0.007,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.0001
T-3,V-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-1,3.41,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.002
T-3,Zn-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-1,157,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.4
T-3,Water-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-1,73.1,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.1
T-3,Ag-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-2,1.24,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.004
T-3,Al-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-2,222,nc,38,meters,Offset value represents sediment bottom depth of sampler,2.3
T-3,As-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-2,19.6,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.012
T-3,Ba-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-2,8.38,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.01
T-3,Be-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-2,0.004,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.001
T-3,Cd-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-2,4.39,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.001
T-3,Cr-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-2,1.04,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.01
T-3,Cu-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-2,50.4,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.7
T-3,Fe-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-2,176,nc,38,meters,Offset value represents sediment bottom depth of sampler,2.5
T-3,Hg-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-2,0.204,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.001
T-3,Hg-MM,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-2,-9999,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.001
T-3,Mn-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-2,13.6,nc,38,meters,Offset value represents sediment bottom depth of sampler,1.1
T-3,Ni-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-2,3.57,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.004
T-3,Pb-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-2,0.104,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.001
T-3,Sb-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-2,0.002,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.001
T-3,Se-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-2,2.55,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.03
T-3,Sn-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-2,0.002,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.001
T-3,Tl-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-2,0.007,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.0001
T-3,V-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-2,3.18,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.002
T-3,Zn-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-2,148,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.4
T-3,Water-T,93294,JT-2014-BIOTA-Amphipods-T-3-field duplicate-2,75.2,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.1
20,Ag-T,93294,JT-2014-BIOTA-Amphipods-20,1.45,nc,44.7,meters,Offset value represents sediment bottom depth of sampler,0.004
20,Al-T,93294,JT-2014-BIOTA-Amphipods-20,185,nc,44.7,meters,Offset value represents sediment bottom depth of sampler,2.3
20,As-T,93294,JT-2014-BIOTA-Amphipods-20,22.9,nc,44.7,meters,Offset value represents sediment bottom depth of sampler,0.012
20,Ba-T,93294,JT-2014-BIOTA-Amphipods-20,10.7,nc,44.7,meters,Offset value represents sediment bottom depth of sampler,0.01
20,Be-T,93294,JT-2014-BIOTA-Amphipods-20,0.004,nc,44.7,meters,Offset value represents sediment bottom depth of sampler,0.001
20,Cd-T,93294,JT-2014-BIOTA-Amphipods-20,6.25,nc,44.7,meters,Offset value represents sediment bottom depth of sampler,0.001
20,Cr-T,93294,JT-2014-BIOTA-Amphipods-20,1.06,nc,44.7,meters,Offset value represents sediment bottom depth of sampler,0.01
20,Cu-T,93294,JT-2014-BIOTA-Amphipods-20,45.5,nc,44.7,meters,Offset value represents sediment bottom depth of sampler,0.7
20,Fe-T,93294,JT-2014-BIOTA-Amphipods-20,149,nc,44.7,meters,Offset value represents sediment bottom depth of sampler,2.5
20,Hg-T,93294,JT-2014-BIOTA-Amphipods-20,0.143,nc,44.7,meters,Offset value represents sediment bottom depth of sampler,0.001
20,Hg-MM,93294,JT-2014-BIOTA-Amphipods-20,0.046,nc,44.7,meters,Offset value represents sediment bottom depth of sampler,0.001
20,Mn-T,93294,JT-2014-BIOTA-Amphipods-20,10.7,nc,44.7,meters,Offset value represents sediment bottom depth of sampler,1.1
20,Ni-T,93294,JT-2014-BIOTA-Amphipods-20,3.69,nc,44.7,meters,Offset value represents sediment bottom depth of sampler,0.004
20,Pb-T,93294,JT-2014-BIOTA-Amphipods-20,0.091,nc,44.7,meters,Offset value represents sediment bottom depth of sampler,0.001
20,Sb-T,93294,JT-2014-BIOTA-Amphipods-20,0.009,nc,44.7,meters,Offset value represents sediment bottom depth of sampler,0.001
20,Se-T,93294,JT-2014-BIOTA-Amphipods-20,2.53,nc,44.7,meters,Offset value represents sediment bottom depth of sampler,0.03
20,Sn-T,93294,JT-2014-BIOTA-Amphipods-20,0.017,nc,44.7,meters,Offset value represents sediment bottom depth of sampler,0.001
20,Tl-T,93294,JT-2014-BIOTA-Amphipods-20,0.007,nc,44.7,meters,Offset value represents sediment bottom depth of sampler,0.0001
20,V-T,93294,JT-2014-BIOTA-Amphipods-20,1.80,nc,44.7,meters,Offset value represents sediment bottom depth of sampler,0.002
20,Zn-T,93294,JT-2014-BIOTA-Amphipods-20,114,nc,44.7,meters,Offset value represents sediment bottom depth of sampler,0.4
20,Water-T,93294,JT-2014-BIOTA-Amphipods-20,73.7,nc,44.7,meters,Offset value represents sediment bottom depth of sampler,0.1
21,Ag-T,93294,JT-2014-BIOTA-Amphipods-21,0.38,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.004
21,Al-T,93294,JT-2014-BIOTA-Amphipods-21,46.8,nc,38,meters,Offset value represents sediment bottom depth of sampler,2.3
21,As-T,93294,JT-2014-BIOTA-Amphipods-21,6.75,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.012
21,Ba-T,93294,JT-2014-BIOTA-Amphipods-21,3.05,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.01
21,Be-T,93294,JT-2014-BIOTA-Amphipods-21,0.001,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.001
21,Cd-T,93294,JT-2014-BIOTA-Amphipods-21,1.80,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.001
21,Cr-T,93294,JT-2014-BIOTA-Amphipods-21,0.11,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.01
21,Cu-T,93294,JT-2014-BIOTA-Amphipods-21,30.4,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.7
21,Fe-T,93294,JT-2014-BIOTA-Amphipods-21,55.1,nc,38,meters,Offset value represents sediment bottom depth of sampler,2.5
21,Hg-T,93294,JT-2014-BIOTA-Amphipods-21,0.135,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.001
21,Hg-MM,93294,JT-2014-BIOTA-Amphipods-21,-9999,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.001
21,Mn-T,93294,JT-2014-BIOTA-Amphipods-21,5.6,nc,38,meters,Offset value represents sediment bottom depth of sampler,1.1
21,Ni-T,93294,JT-2014-BIOTA-Amphipods-21,1.07,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.004
21,Pb-T,93294,JT-2014-BIOTA-Amphipods-21,0.012,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.001
21,Sb-T,93294,JT-2014-BIOTA-Amphipods-21,0.004,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.001
21,Se-T,93294,JT-2014-BIOTA-Amphipods-21,1.06,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.03
21,Sn-T,93294,JT-2014-BIOTA-Amphipods-21,0.005,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.001
21,Tl-T,93294,JT-2014-BIOTA-Amphipods-21,0.002,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.0001
21,V-T,93294,JT-2014-BIOTA-Amphipods-21,0.77,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.002
21,Zn-T,93294,JT-2014-BIOTA-Amphipods-21,50.1,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.4
21,Water-T,93294,JT-2014-BIOTA-Amphipods-21,74.5,nc,38,meters,Offset value represents sediment bottom depth of sampler,0.1
22,Ag-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-1,1.07,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.004
22,Al-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-1,319,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,2.3
22,As-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-1,11.9,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.012
22,Ba-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-1,8.54,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.01
22,Be-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-1,0.006,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.001
22,Cd-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-1,3.09,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.001
22,Cr-T,93294,JT-2014-BIOTA-Amphipods-22-lab-duplicate-1,0.46,nc,33.5,meters,Offset value represents sediment bottom depth of sampler,0.01
